team,year,squad_size,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
United States,2015,23,26.82608695652174,183.3913043478261,78.91304347826087,55.17391304347826,54.34782608695652,60.52173913043478,66.1304347826087,55.56521739130435,61.869565217391305,56.82608695652174,49.78260869565217,61.130434782608695,65.0,70.1304347826087,70.56521739130434,66.34782608695652,71.47826086956522,63.91304347826087,65.21739130434783,69.56521739130434,72.1304347826087,69.1304347826087,56.69565217391305,63.391304347826086,54.130434782608695,60.78260869565217,59.17391304347826,57.34782608695652,,50.869565217391305,55.08695652173913,51.56521739130435,18.17391304347826,18.30434782608696,15.782608695652174,18.956521739130437,19.39130434782609
Uruguay,2015,23,29.0,181.0,76.30434782608695,57.08695652173913,51.69565217391305,61.43478260869565,63.60869565217392,54.91304347826087,60.34782608695652,56.130434782608695,55.69565217391305,58.0,65.95652173913044,66.52173913043478,67.47826086956522,66.6086956521739,73.47826086956522,67.17391304347827,66.65217391304348,71.78260869565217,68.73913043478261,69.56521739130434,58.26086956521739,68.82608695652173,53.869565217391305,58.78260869565217,56.60869565217392,59.17391304347826,,48.82608695652174,55.130434782608695,52.69565217391305,17.73913043478261,17.26086956521739,17.17391304347826,17.130434782608695,18.608695652173918
Uzbekistan,2015,6,28.0,177.83333333333334,71.33333333333333,65.83333333333333,49.5,57.5,66.66666666666667,56.833333333333336,64.16666666666667,56.333333333333336,61.16666666666666,63.16666666666666,68.66666666666667,68.0,69.66666666666667,68.5,64.83333333333333,70.16666666666667,70.16666666666667,69.33333333333333,70.66666666666667,62.0,59.5,61.333333333333336,59.333333333333336,58.833333333333336,65.66666666666667,56.16666666666666,,51.833333333333336,52.0,49.5,9.5,9.5,10.0,9.833333333333334,10.0
Venezuela,2015,23,27.956521739130437,180.4782608695652,75.21739130434783,52.21739130434783,46.0,55.56521739130435,58.56521739130435,49.08695652173913,54.73913043478261,49.17391304347826,47.130434782608695,53.869565217391305,59.56521739130435,64.65217391304348,64.65217391304348,61.78260869565217,66.1304347826087,62.34782608695652,58.56521739130435,68.08695652173913,61.52173913043478,65.6086956521739,48.73913043478261,61.60869565217392,47.34782608695652,52.78260869565217,53.17391304347826,50.82608695652174,,47.30434782608695,47.91304347826087,48.78260869565217,17.82608695652174,15.73913043478261,16.73913043478261,15.91304347826087,18.26086956521739
Wales,2015,23,25.73913043478261,181.82608695652172,76.52173913043478,56.869565217391305,48.95652173913044,59.69565217391305,63.69565217391305,45.47826086956522,60.391304347826086,51.69565217391305,45.47826086956522,59.78260869565217,64.04347826086956,67.3913043478261,65.47826086956522,66.69565217391305,69.69565217391305,66.17391304347827,58.391304347826086,71.21739130434783,71.3913043478261,70.17391304347827,51.56521739130435,62.91304347826087,56.34782608695652,54.69565217391305,57.869565217391305,53.60869565217392,,57.21739130434783,59.17391304347826,56.73913043478261,17.391304347826086,16.73913043478261,16.565217391304348,17.347826086956523,16.434782608695652
Zambia,2015,4,23.5,180.0,73.5,47.5,43.5,58.75,64.5,43.5,62.25,54.75,42.75,58.25,67.75,79.25,81.25,74.75,63.0,71.0,52.5,74.25,72.5,68.25,49.75,60.0,52.25,50.25,48.0,53.5,,50.25,55.25,50.0,10.75,13.0,8.75,8.75,10.5
Zimbabwe,2015,12,24.5,177.16666666666666,72.0,52.25,58.583333333333336,54.66666666666666,58.333333333333336,53.583333333333336,63.333333333333336,49.16666666666666,39.16666666666666,44.0,60.833333333333336,77.66666666666667,77.91666666666667,70.16666666666667,58.583333333333336,74.25,59.083333333333336,66.5,68.66666666666667,60.5,55.41666666666666,54.833333333333336,39.0,57.91666666666666,51.16666666666666,53.91666666666666,,35.25,37.16666666666666,37.083333333333336,10.833333333333334,8.666666666666666,10.083333333333334,9.666666666666666,9.166666666666666
Albania,2016,23,25.347826086956523,179.34782608695653,74.21739130434783,59.30434782608695,52.56521739130435,51.73913043478261,62.869565217391305,51.17391304347826,59.869565217391305,54.08695652173913,51.08695652173913,55.34782608695652,63.47826086956522,67.30434782608695,68.43478260869566,68.52173913043478,65.78260869565217,67.78260869565217,64.04347826086956,62.73913043478261,67.78260869565217,63.43478260869565,53.69565217391305,63.43478260869565,47.73913043478261,56.73913043478261,59.391304347826086,53.69565217391305,,44.26086956521739,47.47826086956522,44.47826086956522,16.043478260869566,15.565217391304348,15.565217391304348,14.91304347826087,16.869565217391305
Algeria,2016,23,25.956521739130437,181.7391304347826,75.04347826086956,61.91304347826087,53.43478260869565,58.0,70.8695652173913,53.73913043478261,67.0,62.0,57.95652173913044,65.08695652173913,70.65217391304348,71.34782608695652,69.73913043478261,71.1304347826087,71.0,67.34782608695652,66.0,67.56521739130434,73.08695652173913,69.26086956521739,59.82608695652174,66.65217391304348,55.52173913043478,60.43478260869565,63.869565217391305,57.869565217391305,,48.78260869565217,54.26086956521739,49.26086956521739,14.26086956521739,12.565217391304348,12.869565217391305,12.869565217391305,13.73913043478261
Angola,2016,11,23.90909090909091,180.54545454545453,76.63636363636364,53.18181818181818,49.09090909090909,60.0,57.72727272727273,47.36363636363637,59.18181818181818,45.27272727272727,39.36363636363637,50.0,61.90909090909091,69.36363636363636,72.54545454545455,67.72727272727273,58.45454545454545,65.81818181818181,61.27272727272727,71.9090909090909,61.36363636363637,70.72727272727273,49.54545454545455,64.72727272727273,45.0,55.18181818181818,48.45454545454545,50.72727272727273,,40.63636363636363,45.27272727272727,43.27272727272727,11.636363636363637,10.545454545454543,11.0,10.0,10.272727272727272
Antigua and Barbuda,2016,7,23.571428571428573,179.71428571428572,73.42857142857143,51.57142857142857,50.85714285714285,49.285714285714285,53.57142857142857,43.0,56.0,48.42857142857143,43.142857142857146,48.285714285714285,54.285714285714285,73.85714285714286,74.57142857142857,68.57142857142857,53.57142857142857,66.57142857142857,53.57142857142857,61.85714285714285,66.71428571428571,59.142857142857146,45.57142857142857,49.71428571428572,41.71428571428572,55.142857142857146,51.0,48.57142857142857,,36.0,39.285714285714285,36.0,10.0,10.714285714285714,10.571428571428571,12.428571428571429,10.714285714285714
Argentina,2016,22,27.954545454545453,180.9090909090909,77.0,62.95454545454545,57.13636363636363,59.95454545454545,70.63636363636364,58.90909090909091,66.5909090909091,61.72727272727273,59.0,66.18181818181819,72.04545454545455,69.95454545454545,69.18181818181819,73.0,80.27272727272727,69.9090909090909,68.0,70.86363636363636,69.0,70.68181818181819,63.04545454545455,68.86363636363636,55.68181818181818,61.40909090909091,67.9090909090909,58.86363636363637,,50.22727272727273,56.5,53.68181818181818,18.727272727272727,18.681818181818183,18.818181818181817,17.954545454545453,19.40909090909091
Armenia,2016,10,25.1,178.3,71.1,55.3,54.0,53.9,63.2,56.5,66.2,55.1,53.6,56.0,66.2,69.6,73.0,70.1,64.9,71.6,65.8,63.2,65.1,59.0,59.1,55.9,46.6,59.3,57.2,57.4,,42.0,43.2,43.4,10.2,10.9,11.9,9.7,9.5
Aruba,2016,1,23.0,172.0,71.0,57.0,51.0,55.0,69.0,52.0,67.0,57.0,55.0,67.0,64.0,75.0,75.0,70.0,65.0,76.0,62.0,77.0,72.0,68.0,58.0,73.0,64.0,51.0,67.0,48.0,,65.0,67.0,65.0,10.0,9.0,8.0,10.0,9.0
Australia,2016,23,26.08695652173913,181.17391304347825,76.34782608695652,53.34782608695652,48.34782608695652,53.21739130434783,61.69565217391305,49.21739130434783,56.26086956521739,53.26086956521739,46.0,54.82608695652174,60.04347826086956,68.08695652173913,68.21739130434783,65.69565217391305,66.91304347826087,66.3913043478261,57.95652173913044,68.04347826086956,68.47826086956522,67.17391304347827,50.91304347826087,61.130434782608695,49.82608695652174,52.08695652173913,58.73913043478261,55.69565217391305,,49.17391304347826,52.69565217391305,49.82608695652174,20.130434782608692,18.52173913043478,20.130434782608692,18.869565217391305,19.47826086956522
Austria,2016,23,26.39130434782609,185.17391304347825,80.21739130434783,56.30434782608695,50.82608695652174,60.34782608695652,64.65217391304348,53.08695652173913,59.47826086956522,54.0,51.91304347826087,57.65217391304348,63.82608695652174,67.47826086956522,69.8695652173913,65.65217391304348,71.47826086956522,61.17391304347826,65.0,69.56521739130434,70.47826086956522,74.30434782608695,56.30434782608695,65.34782608695652,55.69565217391305,56.34782608695652,59.17391304347826,54.91304347826087,,52.30434782608695,56.30434782608695,52.04347826086956,19.08695652173913,17.782608695652176,18.73913043478261,18.956521739130437,18.91304347826087
Azerbaijan,2016,5,24.0,187.8,77.4,48.0,43.6,44.6,54.8,41.2,55.6,47.0,37.6,46.2,58.2,65.2,70.0,63.8,61.2,58.8,59.6,60.4,64.6,71.0,45.2,55.2,44.4,46.6,49.8,49.6,,38.0,42.6,44.8,20.4,18.4,19.2,19.4,21.4
Bahrain,2016,1,34.0,181.0,77.0,33.0,31.0,79.0,41.0,25.0,30.0,24.0,30.0,33.0,42.0,64.0,69.0,57.0,63.0,51.0,70.0,90.0,53.0,86.0,30.0,70.0,71.0,36.0,41.0,65.0,,75.0,75.0,70.0,15.0,15.0,11.0,16.0,11.0
Barbados,2016,2,31.5,183.5,74.5,61.5,62.5,60.5,57.5,46.5,66.0,28.0,36.5,51.5,64.0,71.0,70.0,69.0,63.5,61.5,64.0,66.5,69.5,76.5,51.5,64.5,45.5,51.0,61.0,64.5,,46.0,49.5,47.0,12.0,6.0,7.0,13.0,8.5
Belarus,2016,14,28.642857142857142,183.14285714285717,78.64285714285714,59.0,47.785714285714285,53.642857142857146,62.285714285714285,41.71428571428572,54.42857142857143,49.0,49.07142857142857,59.42857142857143,60.0,61.07142857142857,63.0,58.285714285714285,63.07142857142857,61.285714285714285,56.0,65.5,64.21428571428571,66.85714285714286,53.92857142857143,59.35714285714285,54.0,51.92857142857143,60.07142857142857,51.285714285714285,,51.785714285714285,54.142857142857146,51.57142857142857,15.285714285714286,13.928571428571429,16.0,14.642857142857142,14.857142857142858
Belgium,2016,23,26.0,185.2608695652174,78.3913043478261,61.08695652173913,58.60869565217392,61.82608695652174,71.78260869565217,57.43478260869565,66.30434782608695,58.91304347826087,57.869565217391305,66.21739130434783,70.34782608695652,70.52173913043478,72.0,69.95652173913044,77.21739130434783,60.47826086956522,72.82608695652173,71.91304347826087,69.95652173913044,75.1304347826087,63.60869565217392,64.6086956521739,53.78260869565217,59.78260869565217,64.04347826086956,61.73913043478261,,49.91304347826087,54.26086956521739,51.34782608695652,20.043478260869566,19.217391304347824,18.0,19.65217391304348,20.30434782608696
Benin,2016,14,25.428571428571427,183.5,78.0,49.71428571428572,50.642857142857146,62.57142857142857,57.71428571428572,45.0,53.142857142857146,44.71428571428572,42.57142857142857,50.21428571428572,58.42857142857143,60.71428571428572,63.21428571428572,57.85714285714285,62.71428571428572,57.85714285714285,54.285714285714285,68.21428571428571,64.85714285714286,69.92857142857143,47.92857142857143,62.57142857142857,45.642857142857146,50.5,52.142857142857146,50.285714285714285,,42.07142857142857,46.42857142857143,43.42857142857143,17.785714285714285,19.571428571428573,18.571428571428573,19.0,17.357142857142858
Bermuda,2016,4,24.5,179.75,77.25,41.5,47.75,38.25,44.75,48.25,49.75,45.0,42.25,37.25,48.75,71.0,71.75,74.25,54.5,67.25,51.5,63.5,53.0,57.5,45.0,45.5,40.75,50.75,55.5,46.5,,21.5,31.5,25.0,21.0,20.0,22.5,20.25,23.5
Bolivia,2016,16,28.4375,178.0,73.625,50.125,47.1875,52.75,57.5,41.375,55.875,43.0625,43.1875,50.125,55.6875,61.3125,62.6875,60.875,60.8125,67.5,56.3125,59.0625,63.375,59.375,47.6875,52.4375,43.875,51.625,51.0,55.3125,,42.25,44.25,40.9375,18.1875,15.9375,17.1875,18.3125,17.25
Bosnia and Herzegovina,2016,23,26.82608695652174,185.30434782608697,78.43478260869566,56.82608695652174,47.91304347826087,60.95652173913044,65.26086956521739,49.69565217391305,59.34782608695652,57.0,54.130434782608695,60.04347826086956,64.82608695652173,65.0,66.0,63.95652173913044,71.6086956521739,59.21739130434783,65.56521739130434,66.3913043478261,67.52173913043478,73.65217391304348,54.869565217391305,62.91304347826087,56.869565217391305,52.869565217391305,57.47826086956522,57.0,,52.26086956521739,56.391304347826086,53.0,16.782608695652176,16.391304347826086,16.82608695652174,16.0,16.26086956521739
Brazil,2016,21,26.33333333333333,179.8095238095238,75.47619047619048,68.57142857142857,61.76190476190476,63.142857142857146,76.71428571428571,62.85714285714285,75.85714285714286,66.61904761904762,64.38095238095238,73.66666666666667,78.80952380952381,78.61904761904762,78.14285714285714,77.80952380952381,80.04761904761905,71.47619047619048,75.04761904761905,72.04761904761905,75.28571428571429,69.19047619047619,68.66666666666667,67.57142857142857,63.142857142857146,66.14285714285714,72.66666666666667,65.0952380952381,,55.42857142857143,63.42857142857143,60.90476190476191,13.61904761904762,12.857142857142858,12.714285714285714,13.19047619047619,13.047619047619047
Bulgaria,2016,19,27.94736842105263,182.31578947368425,74.42105263157895,54.89473684210526,50.8421052631579,55.26315789473684,62.21052631578947,46.73684210526316,57.42105263157895,49.526315789473685,48.1578947368421,59.0,62.36842105263158,69.3157894736842,69.26315789473684,64.0,65.47368421052632,65.89473684210526,60.526315789473685,63.21052631578947,66.15789473684211,61.78947368421053,51.31578947368421,59.63157894736842,50.21052631578947,54.89473684210526,55.578947368421055,52.05263157894737,,47.10526315789474,52.21052631578947,49.47368421052632,17.31578947368421,17.842105263157894,17.105263157894736,16.63157894736842,17.157894736842106
Burkina Faso,2016,17,23.88235294117647,178.2941176470588,72.11764705882354,56.94117647058823,53.41176470588236,58.8235294117647,63.05882352941177,48.35294117647059,63.8235294117647,53.70588235294117,48.64705882352941,57.76470588235294,66.29411764705883,78.29411764705883,77.3529411764706,72.41176470588235,64.88235294117646,72.58823529411765,65.11764705882354,73.29411764705883,65.0,64.88235294117646,54.52941176470589,64.6470588235294,51.1764705882353,59.23529411764706,55.8235294117647,56.52941176470589,,50.94117647058823,50.294117647058826,47.35294117647059,10.352941176470589,11.941176470588236,9.588235294117649,11.764705882352942,11.705882352941176
Cameroon,2016,23,24.52173913043478,183.4782608695652,79.78260869565217,49.17391304347826,48.0,59.47826086956522,63.21739130434783,47.91304347826087,58.78260869565217,48.08695652173913,39.869565217391305,56.34782608695652,62.391304347826086,69.26086956521739,71.95652173913044,64.65217391304348,68.30434782608695,61.30434782608695,61.56521739130435,67.21739130434783,68.21739130434783,75.47826086956522,48.91304347826087,60.82608695652174,51.869565217391305,55.0,55.30434782608695,49.56521739130435,,46.04347826086956,51.21739130434783,47.0,17.17391304347826,17.82608695652174,16.91304347826087,16.47826086956522,18.43478260869565
Canada,2016,23,26.39130434782609,181.2608695652174,77.1304347826087,45.60869565217392,42.47826086956522,52.04347826086956,57.17391304347826,41.69565217391305,53.26086956521739,44.95652173913044,41.130434782608695,48.17391304347826,56.34782608695652,65.69565217391305,65.6086956521739,61.0,62.26086956521739,63.34782608695652,57.04347826086956,64.91304347826087,63.65217391304348,68.17391304347827,46.91304347826087,61.65217391304348,47.869565217391305,48.47826086956522,49.78260869565217,48.130434782608695,,46.34782608695652,46.30434782608695,45.21739130434783,17.82608695652174,16.08695652173913,16.347826086956523,17.91304347826087,17.782608695652176
Cape Verde,2016,19,25.105263157894736,183.1578947368421,77.05263157894737,51.89473684210526,52.94736842105263,56.578947368421055,60.68421052631579,47.26315789473684,61.78947368421053,49.10526315789474,43.94736842105263,49.73684210526316,62.78947368421053,71.10526315789474,71.57894736842105,68.15789473684211,63.8421052631579,63.8421052631579,62.73684210526316,65.47368421052632,63.526315789473685,70.05263157894737,53.47368421052632,56.78947368421053,43.05263157894737,55.78947368421053,53.89473684210526,52.578947368421055,,39.1578947368421,41.73684210526316,39.73684210526316,13.0,13.421052631578949,14.263157894736842,12.68421052631579,13.105263157894736
Central African Republic,2016,4,24.25,185.25,78.5,30.75,46.75,52.5,47.0,42.75,47.5,42.75,41.25,38.75,52.25,60.5,61.5,59.25,60.0,57.0,51.75,69.0,49.5,70.0,49.5,46.25,31.5,44.75,51.75,40.5,,27.5,34.0,28.0,24.25,21.25,24.25,19.75,23.75
Chile,2016,20,27.4,176.35,73.6,61.5,53.2,54.7,68.4,54.9,63.8,58.65,58.5,65.0,67.5,70.8,68.7,69.6,72.35,72.3,66.6,70.35,70.95,66.2,59.4,67.05,56.65,59.75,65.85,59.8,,52.0,55.7,52.0,18.5,17.8,17.05,17.35,18.95
China,2016,23,26.869565217391305,182.95652173913044,74.69565217391305,54.30434782608695,51.04347826086956,51.52173913043478,62.21739130434783,48.0,59.26086956521739,48.43478260869565,46.0,58.34782608695652,60.60869565217392,64.26086956521739,65.26086956521739,61.69565217391305,67.21739130434783,66.26086956521739,56.04347826086956,61.130434782608695,63.73913043478261,63.26086956521739,49.26086956521739,59.08695652173913,48.91304347826087,56.130434782608695,63.56521739130435,50.0,,47.95652173913044,50.26086956521739,50.82608695652174,19.043478260869566,17.608695652173914,17.869565217391305,18.782608695652176,19.82608695652174
Colombia,2016,23,24.30434782608696,180.17391304347825,77.30434782608695,52.95652173913044,47.21739130434783,58.95652173913044,63.30434782608695,45.69565217391305,60.52173913043478,50.78260869565217,45.04347826086956,59.91304347826087,65.47826086956522,70.17391304347827,72.30434782608695,73.04347826086956,72.52173913043478,64.34782608695652,62.73913043478261,72.17391304347827,71.95652173913044,70.26086956521739,51.91304347826087,67.17391304347827,54.869565217391305,57.391304347826086,58.0,52.391304347826086,,46.08695652173913,52.26086956521739,45.56521739130435,20.0,18.73913043478261,18.217391304347824,17.956521739130434,19.47826086956522
Comoros,2016,4,25.5,176.5,71.75,61.75,36.25,56.0,62.75,38.25,60.0,50.5,44.0,56.25,61.5,74.25,71.75,75.0,67.25,75.5,59.0,62.25,70.0,59.25,43.25,56.25,60.0,46.0,53.75,40.25,,59.0,61.0,61.25,10.25,11.25,11.0,11.5,10.75
Congo,2016,17,24.529411764705884,184.1764705882353,78.05882352941177,48.588235294117645,47.23529411764706,59.05882352941177,58.70588235294117,45.52941176470589,55.47058823529412,41.94117647058823,41.70588235294117,52.8235294117647,60.0,67.70588235294117,68.3529411764706,63.0,65.05882352941177,59.64705882352941,58.294117647058826,67.76470588235294,66.3529411764706,74.76470588235294,46.35294117647059,60.23529411764706,46.64705882352941,51.23529411764706,51.35294117647059,48.41176470588236,,42.11764705882353,46.588235294117645,43.35294117647059,15.235294117647058,13.705882352941176,14.352941176470589,13.705882352941176,14.117647058823527
Costa Rica,2016,23,27.0,182.69565217391303,75.56521739130434,55.04347826086956,49.43478260869565,58.91304347826087,61.391304347826086,50.47826086956522,59.130434782608695,53.43478260869565,47.34782608695652,57.34782608695652,62.65217391304348,72.8695652173913,72.34782608695652,69.78260869565217,68.52173913043478,65.21739130434783,62.17391304347826,73.26086956521739,70.52173913043478,68.56521739130434,50.78260869565217,66.21739130434783,53.95652173913044,57.78260869565217,57.91304347826087,54.52173913043478,,51.04347826086956,52.73913043478261,50.91304347826087,17.47826086956522,16.52173913043478,16.73913043478261,16.782608695652176,17.695652173913043
Croatia,2016,23,27.043478260869566,181.6086956521739,75.73913043478261,67.0,60.91304347826087,61.43478260869565,72.0,62.95652173913044,71.17391304347827,66.65217391304348,63.26086956521739,65.73913043478261,74.21739130434783,70.52173913043478,71.56521739130434,72.0,76.30434782608695,67.69565217391305,71.82608695652173,69.69565217391305,70.82608695652173,67.04347826086956,65.95652173913044,66.34782608695652,54.95652173913044,66.21739130434783,68.1304347826087,66.8695652173913,,45.30434782608695,52.43478260869565,51.56521739130435,15.173913043478262,13.782608695652174,13.826086956521738,14.043478260869565,14.608695652173912
Cuba,2016,1,29.0,180.0,75.0,47.0,50.0,66.0,80.0,66.0,72.0,66.0,51.0,77.0,74.0,82.0,79.0,72.0,74.0,75.0,84.0,68.0,83.0,80.0,64.0,82.0,76.0,66.0,67.0,66.0,,75.0,77.0,76.0,9.0,12.0,15.0,16.0,8.0
Curaçao,2016,10,23.9,181.7,77.9,46.8,45.9,49.3,55.1,39.3,58.8,44.1,38.1,49.9,58.9,70.1,73.1,62.7,60.6,64.3,59.0,59.8,59.9,67.2,46.6,50.0,40.5,44.0,50.5,46.3,,42.5,43.2,40.4,18.4,17.8,17.2,16.3,16.6
Cyprus,2016,3,27.0,181.0,76.0,57.333333333333336,49.0,65.66666666666667,61.66666666666666,53.0,63.333333333333336,57.66666666666666,49.333333333333336,64.33333333333333,63.66666666666666,80.66666666666667,77.66666666666667,70.33333333333333,62.0,68.0,54.0,70.33333333333333,73.0,74.66666666666667,44.66666666666666,70.33333333333333,56.0,55.0,53.0,54.66666666666666,,53.66666666666666,59.333333333333336,51.333333333333336,9.666666666666666,7.666666666666667,9.666666666666666,14.333333333333334,12.333333333333334
Czech Republic,2016,12,27.166666666666668,182.25,75.58333333333333,58.16666666666666,50.91666666666666,55.66666666666666,63.083333333333336,50.5,60.083333333333336,49.25,52.16666666666666,60.66666666666666,63.75,69.75,70.5,67.33333333333333,71.58333333333333,65.5,61.833333333333336,70.33333333333333,70.33333333333333,66.83333333333333,55.16666666666666,58.333333333333336,57.833333333333336,53.333333333333336,58.083333333333336,55.75,,54.583333333333336,55.333333333333336,54.41666666666666,22.416666666666668,21.75,22.75,23.166666666666668,22.5
DR Congo,2016,23,25.26086956521739,179.43478260869566,75.52173913043478,60.78260869565217,53.47826086956522,59.34782608695652,64.6086956521739,50.78260869565217,66.17391304347827,54.34782608695652,46.21739130434783,58.65217391304348,67.56521739130434,77.26086956521739,76.0,72.69565217391305,70.43478260869566,69.34782608695652,66.47826086956522,72.0,70.43478260869566,71.56521739130434,54.52173913043478,66.91304347826087,51.69565217391305,57.56521739130435,60.869565217391305,56.04347826086956,,49.60869565217392,54.52173913043478,50.391304347826086,13.478260869565217,14.391304347826088,12.608695652173912,13.608695652173912,13.08695652173913
Denmark,2016,23,26.043478260869566,183.6086956521739,78.1304347826087,56.47826086956522,53.130434782608695,58.08695652173913,66.3913043478261,52.04347826086956,59.130434782608695,55.30434782608695,53.21739130434783,61.04347826086956,66.52173913043478,68.30434782608695,70.3913043478261,67.34782608695652,72.21739130434783,66.17391304347827,66.21739130434783,69.6086956521739,70.78260869565217,71.34782608695652,55.73913043478261,64.30434782608695,51.60869565217392,57.43478260869565,62.34782608695652,54.65217391304348,,47.869565217391305,52.69565217391305,46.65217391304348,18.73913043478261,18.08695652173913,18.39130434782609,19.08695652173913,19.869565217391305
Dominican Republic,2016,1,25.0,186.0,76.0,35.0,16.0,61.0,59.0,13.0,24.0,40.0,52.0,50.0,41.0,48.0,53.0,42.0,47.0,54.0,52.0,71.0,60.0,82.0,22.0,73.0,62.0,29.0,35.0,51.0,,59.0,71.0,61.0,7.0,13.0,14.0,6.0,14.0
Ecuador,2016,19,27.36842105263158,177.73684210526315,73.57894736842105,54.578947368421055,49.63157894736842,56.68421052631579,61.05263157894737,46.47368421052632,62.94736842105263,55.26315789473684,51.1578947368421,57.42105263157895,63.78947368421053,72.05263157894737,70.05263157894737,67.15789473684211,67.57894736842105,68.10526315789474,61.47368421052632,66.63157894736842,67.52631578947368,66.84210526315789,53.526315789473685,59.78947368421053,48.42105263157895,53.94736842105263,59.73684210526316,54.73684210526316,,46.94736842105263,49.31578947368421,45.578947368421055,17.894736842105264,17.736842105263158,17.68421052631579,17.94736842105263,17.157894736842106
Egypt,2016,18,25.22222222222222,181.05555555555557,76.16666666666667,48.22222222222222,48.61111111111112,54.11111111111112,59.22222222222222,43.61111111111112,56.16666666666666,49.16666666666666,42.94444444444444,51.833333333333336,60.833333333333336,64.66666666666667,66.05555555555556,62.44444444444444,63.888888888888886,62.833333333333336,58.16666666666666,64.5,63.0,66.05555555555556,51.0,61.5,46.11111111111112,50.888888888888886,56.55555555555556,51.888888888888886,,43.833333333333336,47.44444444444444,44.333333333333336,20.83333333333333,21.33333333333333,20.88888888888889,21.27777777777778,20.33333333333333
El Salvador,2016,1,25.0,170.0,73.0,59.0,51.0,49.0,70.0,46.0,62.0,42.0,68.0,75.0,67.0,65.0,67.0,54.0,70.0,86.0,71.0,34.0,84.0,70.0,59.0,84.0,68.0,57.0,61.0,64.0,,61.0,71.0,66.0,7.0,14.0,13.0,15.0,9.0
England,2016,23,25.73913043478261,182.0434782608696,75.17391304347827,62.04347826086956,56.65217391304348,58.91304347826087,71.47826086956522,53.869565217391305,66.95652173913044,57.130434782608695,51.130434782608695,66.43478260869566,68.65217391304348,73.0,73.8695652173913,67.73913043478261,77.56521739130434,67.6086956521739,69.1304347826087,69.26086956521739,75.04347826086956,70.08695652173913,61.17391304347826,68.17391304347827,58.56521739130435,60.0,66.04347826086956,63.91304347826087,,55.95652173913044,60.69565217391305,57.73913043478261,19.82608695652174,20.347826086956523,19.565217391304348,20.695652173913043,20.73913043478261
Equatorial Guinea,2016,6,24.166666666666668,180.5,76.16666666666667,47.833333333333336,43.0,51.66666666666666,58.833333333333336,38.5,51.66666666666666,46.16666666666666,43.333333333333336,56.5,55.16666666666666,68.5,68.0,64.0,63.5,65.16666666666667,58.0,69.66666666666667,66.0,67.33333333333333,44.16666666666666,60.66666666666666,47.833333333333336,52.0,54.16666666666666,43.833333333333336,,47.66666666666666,48.0,53.0,19.83333333333333,19.33333333333333,19.166666666666668,17.333333333333332,21.33333333333333
Estonia,2016,7,27.285714285714285,184.8571428571429,79.28571428571429,43.85714285714285,37.142857142857146,45.71428571428572,53.0,35.857142857142854,47.285714285714285,39.142857142857146,40.285714285714285,50.0,51.71428571428572,57.285714285714285,55.71428571428572,59.142857142857146,62.85714285714285,57.42857142857143,50.85714285714285,65.42857142857143,62.42857142857143,64.57142857142857,42.285714285714285,55.57142857142857,50.142857142857146,39.57142857142857,54.85714285714285,43.71428571428572,,48.71428571428572,50.0,47.71428571428572,24.714285714285715,26.142857142857142,22.571428571428573,24.142857142857142,24.857142857142858
Ethiopia,2016,2,28.5,180.5,74.0,59.0,41.5,69.0,64.0,52.0,64.5,45.0,37.0,60.0,67.0,68.0,73.5,66.0,59.0,63.0,65.5,59.0,61.0,56.5,58.5,61.5,59.5,55.5,54.5,40.5,,69.5,61.0,55.5,8.5,7.0,10.5,10.5,9.0
Faroe Islands,2016,2,20.5,176.0,72.0,50.5,56.0,52.0,54.0,40.0,53.5,51.5,48.5,47.5,57.0,64.0,67.5,58.5,49.5,71.5,61.0,65.5,61.5,60.5,55.5,46.5,45.5,55.0,52.0,60.5,,49.0,52.0,51.0,9.0,10.0,10.5,10.0,6.0
Fiji,2016,1,27.0,170.0,70.0,56.0,64.0,37.0,60.0,64.0,67.0,61.0,33.0,56.0,63.0,84.0,90.0,84.0,62.0,84.0,70.0,70.0,62.0,42.0,60.0,32.0,22.0,65.0,57.0,62.0,,12.0,23.0,27.0,13.0,13.0,6.0,11.0,9.0
Finland,2016,22,25.954545454545453,184.6818181818182,79.77272727272727,50.95454545454545,46.81818181818182,55.36363636363637,60.63636363636363,46.36363636363637,55.27272727272727,53.18181818181818,45.13636363636363,55.18181818181818,60.59090909090909,63.5,64.63636363636364,62.59090909090909,66.18181818181819,60.31818181818182,62.36363636363637,67.27272727272727,67.9090909090909,69.5,51.77272727272727,64.45454545454545,53.0,50.45454545454545,54.09090909090909,49.5,,50.5,52.95454545454545,51.40909090909091,17.59090909090909,17.681818181818183,16.545454545454547,18.181818181818183,18.454545454545453
