date,home_team,away_team,home_score,away_score,tournament,year,label
2024-06-11,Indonesia,Philippines,2.0,0.0,FIFA World Cup qualification,2024,1
2024-06-11,Saudi Arabia,Jordan,1.0,2.0,FIFA World Cup qualification,2024,0
2024-06-11,Australia,Palestine,5.0,0.0,FIFA World Cup qualification,2024,1
2024-09-05,Bolivia,Venezuela,4.0,0.0,FIFA World Cup qualification,2024,1
2024-09-05,Argentina,Chile,3.0,0.0,FIFA World Cup qualification,2024,1
2024-09-05,Qatar,United Arab Emirates,1.0,3.0,FIFA World Cup qualification,2024,0
2024-09-05,Uzbekistan,North Korea,1.0,0.0,FIFA World Cup qualification,2024,1
2024-09-05,Japan,China,7.0,0.0,FIFA World Cup qualification,2024,1
2024-09-06,Brazil,Ecuador,1.0,0.0,FIFA World Cup qualification,2024,1
2024-09-10,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,2024,1
2024-09-10,Ecuador,Peru,1.0,0.0,FIFA World Cup qualification,2024,1
2024-09-10,Chile,Bolivia,1.0,2.0,FIFA World Cup qualification,2024,0
2024-09-10,Paraguay,Brazil,1.0,0.0,FIFA World Cup qualification,2024,1
2024-09-10,United Arab Emirates,Iran,0.0,1.0,FIFA World Cup qualification,2024,0
2024-09-10,Palestine,Jordan,1.0,3.0,FIFA World Cup qualification,2024,0
2024-09-10,China,Saudi Arabia,1.0,2.0,FIFA World Cup qualification,2024,0
2024-10-10,Bolivia,Colombia,1.0,0.0,FIFA World Cup qualification,2024,1
2024-10-10,Chile,Brazil,1.0,2.0,FIFA World Cup qualification,2024,0
2024-10-10,Jordan,South Korea,0.0,2.0,FIFA World Cup qualification,2024,0
2024-10-10,Iraq,Palestine,1.0,0.0,FIFA World Cup qualification,2024,1
2024-10-10,Australia,China,3.0,1.0,FIFA World Cup qualification,2024,1
2024-10-10,Saudi Arabia,Japan,0.0,2.0,FIFA World Cup qualification,2024,0
2024-10-11,Peru,Uruguay,1.0,0.0,FIFA World Cup qualification,2024,1
2024-10-15,Colombia,Chile,4.0,0.0,FIFA World Cup qualification,2024,1
2024-10-15,Paraguay,Venezuela,2.0,1.0,FIFA World Cup qualification,2024,1
2024-10-15,Argentina,Bolivia,6.0,0.0,FIFA World Cup qualification,2024,1
2024-10-15,Brazil,Peru,4.0,0.0,FIFA World Cup qualification,2024,1
2024-10-15,Uzbekistan,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,2024,1
2024-10-15,Iran,Qatar,4.0,1.0,FIFA World Cup qualification,2024,1
2024-10-15,South Korea,Iraq,3.0,2.0,FIFA World Cup qualification,2024,1
2024-10-15,China,Indonesia,2.0,1.0,FIFA World Cup qualification,2024,1
2024-11-14,Ecuador,Bolivia,4.0,0.0,FIFA World Cup qualification,2024,1
2024-11-14,Paraguay,Argentina,2.0,1.0,FIFA World Cup qualification,2024,1
2024-11-14,North Korea,Iran,2.0,3.0,FIFA World Cup qualification,2024,0
2024-11-14,Qatar,Uzbekistan,3.0,2.0,FIFA World Cup qualification,2024,1
2024-11-15,Uruguay,Colombia,3.0,2.0,FIFA World Cup qualification,2024,1
2024-11-15,New Zealand,Vanuatu,8.0,1.0,FIFA World Cup qualification,2024,1
2024-11-15,Indonesia,Japan,0.0,4.0,FIFA World Cup qualification,2024,0
2024-11-19,Colombia,Ecuador,0.0,1.0,FIFA World Cup qualification,2024,0
2024-11-19,Argentina,Peru,1.0,0.0,FIFA World Cup qualification,2024,1
2024-11-19,Chile,Venezuela,4.0,2.0,FIFA World Cup qualification,2024,1
2024-11-19,North Korea,Uzbekistan,0.0,1.0,FIFA World Cup qualification,2024,0
2024-11-19,United Arab Emirates,Qatar,5.0,0.0,FIFA World Cup qualification,2024,1
2024-11-19,Indonesia,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,2024,1
2024-11-19,China,Japan,1.0,3.0,FIFA World Cup qualification,2024,0
2025-03-19,Liberia,Tunisia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-19,Central African Republic,Madagascar,1.0,4.0,FIFA World Cup qualification,2025,0
2025-03-20,Paraguay,Chile,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-20,Peru,Bolivia,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Brazil,Colombia,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Iran,United Arab Emirates,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-20,Jordan,Palestine,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Australia,Indonesia,5.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Saudi Arabia,China,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-20,Sierra Leone,Guinea-Bissau,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Mozambique,Uganda,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-20,Malawi,Namibia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-21,Ecuador,Venezuela,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-21,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-21,New Zealand,Fiji,7.0,0.0,FIFA World Cup qualification,2025,1
2025-03-21,Rwanda,Nigeria,0.0,2.0,FIFA World Cup qualification,2025,0
2025-03-21,Burundi,Ivory Coast,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-21,Ghana,Chad,5.0,0.0,FIFA World Cup qualification,2025,1
2025-03-21,Malta,Finland,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-21,Poland,Lithuania,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-21,Romania,Bosnia and Herzegovina,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-21,England,Albania,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-21,Andorra,Latvia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-03-22,Moldova,Norway,0.0,5.0,FIFA World Cup qualification,2025,0
2025-03-22,Israel,Estonia,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-22,Liechtenstein,North Macedonia,0.0,3.0,FIFA World Cup qualification,2025,0
2025-03-22,Wales,Kazakhstan,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-22,Czech Republic,Faroe Islands,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-23,Kenya,Gabon,1.0,2.0,FIFA World Cup qualification,2025,0
2025-03-24,Guinea-Bissau,Burkina Faso,1.0,2.0,FIFA World Cup qualification,2025,0
2025-03-24,Ivory Coast,Gambia,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-24,Tunisia,Malawi,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-24,Madagascar,Ghana,0.0,3.0,FIFA World Cup qualification,2025,0
2025-03-24,Poland,Malta,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-24,Bosnia and Herzegovina,Cyprus,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-24,England,Latvia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-03-24,Albania,Andorra,3.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Venezuela,Peru,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Argentina,Brazil,4.0,1.0,FIFA World Cup qualification,2025,1
2025-03-25,North Korea,United Arab Emirates,1.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Palestine,Iraq,2.0,1.0,FIFA World Cup qualification,2025,1
2025-03-25,China,Australia,0.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Egypt,Sierra Leone,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Mauritania,DR Congo,0.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Senegal,Togo,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Benin,South Africa,0.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Angola,Cape Verde,1.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Cameroon,Libya,3.0,1.0,FIFA World Cup qualification,2025,1
2025-03-25,Morocco,Tanzania,2.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Uganda,Guinea,1.0,0.0,FIFA World Cup qualification,2025,1
2025-03-25,Algeria,Mozambique,5.0,1.0,FIFA World Cup qualification,2025,1
2025-03-25,Moldova,Estonia,2.0,3.0,FIFA World Cup qualification,2025,0
2025-03-25,Israel,Norway,2.0,4.0,FIFA World Cup qualification,2025,0
2025-03-25,Liechtenstein,Kazakhstan,0.0,2.0,FIFA World Cup qualification,2025,0
2025-03-25,Montenegro,Faroe Islands,1.0,0.0,FIFA World Cup qualification,2025,1
2025-06-05,Paraguay,Uruguay,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-05,Chile,Argentina,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-05,Iraq,South Korea,0.0,2.0,FIFA World Cup qualification,2025,0
2025-06-05,Australia,Japan,1.0,0.0,FIFA World Cup qualification,2025,1
2025-06-05,Indonesia,China,1.0,0.0,FIFA World Cup qualification,2025,1
2025-06-06,Venezuela,Bolivia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-06,Norway,Italy,3.0,0.0,FIFA World Cup qualification,2025,1
2025-06-06,Estonia,Israel,1.0,3.0,FIFA World Cup qualification,2025,0
2025-06-06,Wales,Liechtenstein,3.0,0.0,FIFA World Cup qualification,2025,1
2025-06-06,Czech Republic,Montenegro,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-06,Antigua and Barbuda,Cuba,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-06,Guatemala,Dominican Republic,4.0,2.0,FIFA World Cup qualification,2025,1
2025-06-06,Suriname,Puerto Rico,1.0,0.0,FIFA World Cup qualification,2025,1
2025-06-07,Finland,Netherlands,0.0,2.0,FIFA World Cup qualification,2025,0
2025-06-07,Austria,Romania,2.0,1.0,FIFA World Cup qualification,2025,1
2025-06-07,Andorra,England,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-09,Italy,Moldova,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-09,Estonia,Norway,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-09,Kazakhstan,North Macedonia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-09,Belgium,Wales,4.0,3.0,FIFA World Cup qualification,2025,1
2025-06-09,Croatia,Czech Republic,5.0,1.0,FIFA World Cup qualification,2025,1
2025-06-10,Bolivia,Chile,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Uruguay,Venezuela,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Brazil,Paraguay,1.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Iran,North Korea,3.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Jordan,Iraq,0.0,1.0,FIFA World Cup qualification,2025,0
2025-06-10,Japan,Indonesia,6.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Saudi Arabia,Australia,1.0,2.0,FIFA World Cup qualification,2025,0
2025-06-10,Netherlands,Malta,8.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Finland,Poland,2.0,1.0,FIFA World Cup qualification,2025,1
2025-06-10,Romania,Cyprus,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Serbia,Andorra,3.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Cuba,Bermuda,1.0,2.0,FIFA World Cup qualification,2025,0
2025-06-10,Honduras,Antigua and Barbuda,2.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Costa Rica,Trinidad and Tobago,2.0,1.0,FIFA World Cup qualification,2025,1
2025-06-10,Haiti,Curaçao,1.0,5.0,FIFA World Cup qualification,2025,0
2025-06-10,Guyana,Montserrat,3.0,0.0,FIFA World Cup qualification,2025,1
2025-06-10,Jamaica,Guatemala,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Colombia,Bolivia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Uruguay,Peru,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Brazil,Chile,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Angola,Libya,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-04,Tunisia,Liberia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Madagascar,Central African Republic,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Luxembourg,Northern Ireland,1.0,3.0,FIFA World Cup qualification,2025,0
2025-09-04,Slovakia,Germany,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-04,Georgia,Turkey,2.0,3.0,FIFA World Cup qualification,2025,0
2025-09-04,Bulgaria,Spain,0.0,3.0,FIFA World Cup qualification,2025,0
2025-09-04,Kazakhstan,Wales,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-04,Liechtenstein,Belgium,0.0,6.0,FIFA World Cup qualification,2025,0
2025-09-04,Guatemala,El Salvador,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-05,Mauritania,Togo,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Senegal,Sudan,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Benin,Zimbabwe,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Kenya,Gambia,1.0,3.0,FIFA World Cup qualification,2025,0
2025-09-05,Ivory Coast,Burundi,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Somalia,Guinea,0.0,3.0,FIFA World Cup qualification,2025,0
2025-09-05,Uganda,Mozambique,4.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Namibia,Malawi,1.0,2.0,FIFA World Cup qualification,2025,0
2025-09-05,Switzerland,Kosovo,4.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Greece,Belarus,5.0,1.0,FIFA World Cup qualification,2025,1
2025-09-05,Iceland,Azerbaijan,5.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Ukraine,France,0.0,2.0,FIFA World Cup qualification,2025,0
2025-09-05,Italy,Estonia,5.0,0.0,FIFA World Cup qualification,2025,1
2025-09-05,Moldova,Israel,0.0,4.0,FIFA World Cup qualification,2025,0
2025-09-05,Faroe Islands,Croatia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-05,Montenegro,Czech Republic,0.0,2.0,FIFA World Cup qualification,2025,0
2025-09-05,Bermuda,Jamaica,0.0,4.0,FIFA World Cup qualification,2025,0
2025-09-06,Nigeria,Rwanda,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-06,Armenia,Portugal,0.0,5.0,FIFA World Cup qualification,2025,0
2025-09-06,Austria,Cyprus,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-06,Latvia,Serbia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-06,England,Andorra,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-07,Germany,Northern Ireland,3.0,1.0,FIFA World Cup qualification,2025,1
2025-09-07,Luxembourg,Slovakia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-07,Georgia,Bulgaria,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-07,Turkey,Spain,0.0,6.0,FIFA World Cup qualification,2025,0
2025-09-07,Lithuania,Netherlands,2.0,3.0,FIFA World Cup qualification,2025,0
2025-09-07,Poland,Finland,3.0,1.0,FIFA World Cup qualification,2025,1
2025-09-07,North Macedonia,Liechtenstein,5.0,0.0,FIFA World Cup qualification,2025,1
2025-09-07,Belgium,Kazakhstan,6.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,Zambia,Morocco,0.0,2.0,FIFA World Cup qualification,2025,0
2025-09-08,Uganda,Somalia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,Equatorial Guinea,Tunisia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-08,Madagascar,Chad,3.0,1.0,FIFA World Cup qualification,2025,1
2025-09-08,Ghana,Mali,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,Kosovo,Sweden,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,Switzerland,Slovenia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,Belarus,Scotland,0.0,2.0,FIFA World Cup qualification,2025,0
2025-09-08,Greece,Denmark,0.0,3.0,FIFA World Cup qualification,2025,0
2025-09-08,Israel,Italy,4.0,5.0,FIFA World Cup qualification,2025,0
2025-09-08,Croatia,Montenegro,4.0,0.0,FIFA World Cup qualification,2025,1
2025-09-08,El Salvador,Suriname,1.0,2.0,FIFA World Cup qualification,2025,0
2025-09-09,Ecuador,Argentina,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,Peru,Paraguay,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-09,Bolivia,Brazil,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,Venezuela,Colombia,3.0,6.0,FIFA World Cup qualification,2025,0
2025-09-09,Togo,Sudan,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,DR Congo,Senegal,2.0,3.0,FIFA World Cup qualification,2025,0
2025-09-09,Zimbabwe,Rwanda,0.0,1.0,FIFA World Cup qualification,2025,0
2025-09-09,Cape Verde,Cameroon,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,Gambia,Burundi,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,France,Iceland,2.0,1.0,FIFA World Cup qualification,2025,1
2025-09-09,Armenia,Republic of Ireland,2.0,1.0,FIFA World Cup qualification,2025,1
2025-09-09,Hungary,Portugal,2.0,3.0,FIFA World Cup qualification,2025,0
2025-09-09,Bosnia and Herzegovina,Austria,1.0,2.0,FIFA World Cup qualification,2025,0
2025-09-09,Norway,Moldova,11.0,1.0,FIFA World Cup qualification,2025,1
2025-09-09,Albania,Latvia,1.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,Serbia,England,0.0,5.0,FIFA World Cup qualification,2025,0
2025-09-09,Jamaica,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,2025,1
2025-09-09,Curaçao,Bermuda,3.0,2.0,FIFA World Cup qualification,2025,1
2025-10-08,Saudi Arabia,Indonesia,3.0,2.0,FIFA World Cup qualification,2025,1
2025-10-08,Sierra Leone,Burkina Faso,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-08,Tanzania,Zambia,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-08,Central African Republic,Ghana,0.0,5.0,FIFA World Cup qualification,2025,0
2025-10-08,Chad,Mali,0.0,2.0,FIFA World Cup qualification,2025,0
2025-10-09,Burundi,Kenya,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-09,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-09,Mozambique,Guinea,1.0,2.0,FIFA World Cup qualification,2025,0
2025-10-09,Malawi,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-09,Scotland,Greece,3.0,1.0,FIFA World Cup qualification,2025,1
2025-10-09,Belarus,Denmark,0.0,6.0,FIFA World Cup qualification,2025,0
2025-10-09,Malta,Netherlands,0.0,4.0,FIFA World Cup qualification,2025,0
2025-10-09,Finland,Lithuania,2.0,1.0,FIFA World Cup qualification,2025,1
2025-10-09,Faroe Islands,Montenegro,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-09,Liberia,Namibia,3.0,1.0,FIFA World Cup qualification,2025,1
2025-10-10,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-10,Rwanda,Benin,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-10,Gambia,Gabon,3.0,4.0,FIFA World Cup qualification,2025,0
2025-10-10,Northern Ireland,Slovakia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,2025,0
2025-10-10,Iceland,Ukraine,3.0,5.0,FIFA World Cup qualification,2025,0
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-10,Kazakhstan,Liechtenstein,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-10,El Salvador,Panama,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-10,Bermuda,Trinidad and Tobago,0.0,3.0,FIFA World Cup qualification,2025,0
2025-10-10,Curaçao,Jamaica,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Bulgaria,Turkey,1.0,6.0,FIFA World Cup qualification,2025,0
2025-10-11,Hungary,Armenia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,2025,1
2025-10-11,Estonia,Italy,1.0,3.0,FIFA World Cup qualification,2025,0
2025-10-11,Serbia,Albania,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-12,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-12,Chad,Central African Republic,2.0,3.0,FIFA World Cup qualification,2025,0
2025-10-12,Mali,Madagascar,4.0,1.0,FIFA World Cup qualification,2025,1
2025-10-12,Scotland,Belarus,2.0,1.0,FIFA World Cup qualification,2025,1
2025-10-12,Denmark,Greece,3.0,1.0,FIFA World Cup qualification,2025,1
2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-12,Lithuania,Poland,0.0,2.0,FIFA World Cup qualification,2025,0
2025-10-12,Romania,Austria,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-12,Faroe Islands,Czech Republic,2.0,1.0,FIFA World Cup qualification,2025,1
2025-10-13,Tunisia,Namibia,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-13,Northern Ireland,Germany,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-13,Slovakia,Luxembourg,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-13,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-13,Ukraine,Azerbaijan,2.0,1.0,FIFA World Cup qualification,2025,1
2025-10-13,Wales,Belgium,2.0,4.0,FIFA World Cup qualification,2025,0
2025-10-13,Honduras,Haiti,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,DR Congo,Sudan,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Nigeria,Benin,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,South Africa,Rwanda,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Gabon,Burundi,2.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,2025,1
2025-10-14,Somalia,Mozambique,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Turkey,Georgia,4.0,1.0,FIFA World Cup qualification,2025,1
2025-10-14,Republic of Ireland,Armenia,1.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Italy,Israel,3.0,0.0,FIFA World Cup qualification,2025,1
2025-10-14,Andorra,Serbia,1.0,3.0,FIFA World Cup qualification,2025,0
2025-10-14,Latvia,England,0.0,5.0,FIFA World Cup qualification,2025,0
2025-10-14,El Salvador,Guatemala,0.0,1.0,FIFA World Cup qualification,2025,0
2025-10-14,Jamaica,Bermuda,4.0,0.0,FIFA World Cup qualification,2025,1
2025-11-13,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,2025,0
2025-11-13,Nigeria,Gabon,4.0,1.0,FIFA World Cup qualification,2025,1
2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,2025,1
2025-11-13,Azerbaijan,Iceland,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-13,Republic of Ireland,Portugal,2.0,0.0,FIFA World Cup qualification,2025,1
2025-11-13,Armenia,Hungary,0.0,1.0,FIFA World Cup qualification,2025,0
2025-11-13,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,2025,1
2025-11-13,Moldova,Italy,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-13,England,Serbia,2.0,0.0,FIFA World Cup qualification,2025,1
2025-11-13,Andorra,Albania,0.0,1.0,FIFA World Cup qualification,2025,0
2025-11-13,Suriname,El Salvador,4.0,0.0,FIFA World Cup qualification,2025,1
2025-11-13,Guatemala,Panama,2.0,3.0,FIFA World Cup qualification,2025,0
2025-11-13,Bermuda,Curaçao,0.0,7.0,FIFA World Cup qualification,2025,0
2025-11-13,Haiti,Costa Rica,1.0,0.0,FIFA World Cup qualification,2025,1
2025-11-14,Luxembourg,Germany,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-14,Slovakia,Northern Ireland,1.0,0.0,FIFA World Cup qualification,2025,1
2025-11-14,Finland,Malta,0.0,1.0,FIFA World Cup qualification,2025,0
2025-11-14,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,2025,1
2025-11-15,Slovenia,Kosovo,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,2025,1
2025-11-15,Greece,Scotland,3.0,2.0,FIFA World Cup qualification,2025,1
2025-11-15,Turkey,Bulgaria,2.0,0.0,FIFA World Cup qualification,2025,1
2025-11-15,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,2025,0
2025-11-15,Cyprus,Austria,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-15,Bosnia and Herzegovina,Romania,3.0,1.0,FIFA World Cup qualification,2025,1
2025-11-15,Liechtenstein,Wales,0.0,1.0,FIFA World Cup qualification,2025,0
2025-11-16,Ukraine,Iceland,2.0,0.0,FIFA World Cup qualification,2025,1
2025-11-16,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,2025,0
2025-11-16,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,2025,1
2025-11-16,Hungary,Republic of Ireland,2.0,3.0,FIFA World Cup qualification,2025,0
2025-11-16,Moldova,Israel,1.0,4.0,FIFA World Cup qualification,2025,0
2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,2025,0
2025-11-16,Albania,England,0.0,2.0,FIFA World Cup qualification,2025,0
2025-11-16,Serbia,Latvia,2.0,1.0,FIFA World Cup qualification,2025,1
2025-11-17,Northern Ireland,Luxembourg,1.0,0.0,FIFA World Cup qualification,2025,1
2025-11-17,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,2025,1
2025-11-17,Malta,Poland,2.0,3.0,FIFA World Cup qualification,2025,0
2025-11-17,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,2025,1
2025-11-17,Montenegro,Croatia,2.0,3.0,FIFA World Cup qualification,2025,0
2025-11-18,Iraq,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,2025,1
2025-11-18,Scotland,Denmark,4.0,2.0,FIFA World Cup qualification,2025,1
2025-11-18,Bulgaria,Georgia,2.0,1.0,FIFA World Cup qualification,2025,1
2025-11-18,Wales,North Macedonia,7.0,1.0,FIFA World Cup qualification,2025,1
2025-11-18,Belgium,Liechtenstein,7.0,0.0,FIFA World Cup qualification,2025,1
2025-11-18,Guatemala,Suriname,3.0,1.0,FIFA World Cup qualification,2025,1
